id,name,type,domain,mentionCount,mentions,sourceFile,attributeCount
os:短作业优先,短作业优先,调度算法实体,os,2,短作业优先,os.txt,0
os:磁盘块,磁盘块,资源与硬件实体,os,2,磁盘块,os.txt,0
os:程序计数器,程序计数器,进程与线程实体,os,2,程序计数器,os.txt,0
os:系统吞吐量,系统吞吐量,处理器与调度实体,os,2,系统吞吐量,os.txt,0
os:索引分配,索引分配,文件系统实体,os,2,索引分配,os.txt,0
os:计算机系统,计算机系统,领域实体,os,2,计算机系统,os.txt,0
os:运行状态,运行状态,进程与线程实体,os,2,运行状态,os.txt,0
os:链接分配,链接分配,文件系统实体,os,2,链接分配,os.txt,0
os:键盘,键盘,资源与硬件实体,os,2,键盘,os.txt,0
os:非抢占式调度,非抢占式调度,处理器与调度实体,os,2,非抢占式调度,os.txt,0
os:页面置换算法,页面置换算法,资源与硬件实体,os,2,页面置换算法,os.txt,0
os:Banker’s Algorithm,Banker’s Algorithm,死锁相关实体,os,1,Banker’s Algorithm,os.txt,0
os:Batch Processing System,Batch Processing System,发展历程实体,os,1,Batch Processing System,os.txt,0
os:C-SCAN,C-SCAN,磁盘调度实体,os,1,C-SCAN,os.txt,0
os:CPU 利用率,CPU 利用率,处理器与调度实体,os,1,CPU 利用率,os.txt,0
os:Deadlock,Deadlock,死锁相关实体,os,1,Deadlock,os.txt,0
os:Direct Memory Access,Direct Memory Access,设备管理与I/O实体,os,1,Direct Memory Access,os.txt,0
os:FCFS,FCFS,调度算法实体,os,1,FCFS,os.txt,0
os:FIFO,FIFO,虚拟内存与页面置换实体,os,1,FIFO,os.txt,0
os:First Come First Served,First Come First Served,调度算法实体,os,1,First Come First Served,os.txt,0
os:I/O 请求,I/O 请求,设备管理与I/O实体,os,1,I/O 请求,os.txt,0
os:Journaling File System,Journaling File System,文件系统实体,os,1,Journaling File System,os.txt,0
os:Least Recently Used,Least Recently Used,虚拟内存与页面置换实体,os,1,Least Recently Used,os.txt,0
os:Linux 进程与线程,Linux 进程与线程,核心抽象实体,os,1,Linux 进程与线程,os.txt,0
os:Monitor,Monitor,同步与互斥实体,os,1,Monitor,os.txt,0
os:Multilevel Feedback Queue,Multilevel Feedback Queue,调度算法实体,os,1,Multilevel Feedback Queue,os.txt,0
os:Multiprogramming,Multiprogramming,发展历程实体,os,1,Multiprogramming,os.txt,0
os:OPT,OPT,虚拟内存与页面置换实体,os,1,OPT,os.txt,0
os:Operating System,Operating System,领域实体,os,1,Operating System,os.txt,0
os:Paging,Paging,内存管理实体,os,1,Paging,os.txt,0
os:Process Control Block,Process Control Block,进程与线程实体,os,1,Process Control Block,os.txt,0
os:RR,RR,调度算法实体,os,1,RR,os.txt,0
os:Round Robin,Round Robin,调度算法实体,os,1,Round Robin,os.txt,0
os:SJF,SJF,调度算法实体,os,1,SJF,os.txt,0
os:SSTF,SSTF,磁盘调度实体,os,1,SSTF,os.txt,0
os:Segmentation,Segmentation,内存管理实体,os,1,Segmentation,os.txt,0
os:Semaphore,Semaphore,同步与互斥实体,os,1,Semaphore,os.txt,0
os:Shortest Job First,Shortest Job First,调度算法实体,os,1,Shortest Job First,os.txt,0
os:Spooling,Spooling,设备管理与I/O实体,os,1,Spooling,os.txt,0
os:Thrashing,Thrashing,虚拟内存与页面置换实体,os,1,Thrashing,os.txt,0
os:Thread,Thread,进程与线程实体,os,1,Thread,os.txt,0
os:Time-Sharing System,Time-Sharing System,发展历程实体,os,1,Time-Sharing System,os.txt,0
os:Virtual Memory,Virtual Memory,虚拟内存与页面置换实体,os,1,Virtual Memory,os.txt,0
os:Windows,Windows,系统与平台实体,os,1,Windows,os.txt,0
os:macOS,macOS,系统与平台实体,os,1,macOS,os.txt,0
os:一致性维护,一致性维护,文件系统实体,os,1,一致性维护,os.txt,0
os:上下文切换,上下文切换,处理器与调度实体,os,1,上下文切换,os.txt,0
os:不剥夺,不剥夺,死锁相关实体,os,1,不剥夺,os.txt,0
os:两级目录,两级目录,核心抽象实体,os,1,两级目录,os.txt,0
os:个人计算机,个人计算机,系统与平台实体,os,1,个人计算机,os.txt,0
os:临界区,临界区,同步与互斥实体,os,1,临界区,os.txt,0
os:主存,主存,内存管理实体,os,1,主存,os.txt,0
os:云计算平台,云计算平台,系统与平台实体,os,1,云计算平台,os.txt,0
os:代码段,代码段,内存管理实体,os,1,代码段,os.txt,0
os:任务调度,任务调度,领域实体,os,1,任务调度,os.txt,0
os:位置,位置,文件系统实体,os,1,位置,os.txt,0
os:作业调度,作业调度,处理器与调度实体,os,1,作业调度,os.txt,0
os:元数据,元数据,文件系统实体,os,1,元数据,os.txt,0
os:先进先出,先进先出,虚拟内存与页面置换实体,os,1,先进先出,os.txt,0
os:公平性,公平性,处理器与调度实体,os,1,公平性,os.txt,0
os:内存管理与虚拟内存,内存管理与虚拟内存,核心抽象实体,os,1,内存管理与虚拟内存,os.txt,0
os:分布式系统,分布式系统,系统与平台实体,os,1,分布式系统,os.txt,0
os:分时系统,分时系统,发展历程实体,os,1,分时系统,os.txt,0
os:动态分区分配,动态分区分配,内存管理实体,os,1,动态分区分配,os.txt,0
os:单一连续分配,单一连续分配,内存管理实体,os,1,单一连续分配,os.txt,0
os:单用户多任务操作系统,单用户多任务操作系统,领域实体,os,1,单用户多任务操作系统,os.txt,0
os:单级目录,单级目录,核心抽象实体,os,1,单级目录,os.txt,0
os:可移植性,可移植性,核心思想与性质实体,os,1,可移植性,os.txt,0
os:可维护性,可维护性,核心思想与性质实体,os,1,可维护性,os.txt,0
os:命令行环境,命令行环境,发展历程实体,os,1,命令行环境,os.txt,0
os:响应时间,响应时间,处理器与调度实体,os,1,响应时间,os.txt,0
os:哲学家进餐问题,哲学家进餐问题,经典同步问题实体,os,1,哲学家进餐问题,os.txt,0
os:固定分区分配,固定分区分配,内存管理实体,os,1,固定分区分配,os.txt,0
os:图形界面程序,图形界面程序,发展历程实体,os,1,图形界面程序,os.txt,0
os:地址空间布局随机化,地址空间布局随机化,核心抽象实体,os,1,地址空间布局随机化,os.txt,0
os:处理器调度与调度算法,处理器调度与调度算法,资源与硬件实体,os,1,处理器调度与调度算法,os.txt,0
os:多线程,多线程,核心抽象实体,os,1,多线程,os.txt,0
os:安全保护,安全保护,功能模块实体,os,1,安全保护,os.txt,0
os:安全性判断,安全性判断,死锁相关实体,os,1,安全性判断,os.txt,0
os:实时系统,实时系统,处理器与调度实体,os,1,实时系统,os.txt,0
os:审计日志,审计日志,安全与保护实体,os,1,审计日志,os.txt,0
os:寄存器环境,寄存器环境,进程与线程实体,os,1,寄存器环境,os.txt,0
os:就绪状态,就绪状态,进程与线程实体,os,1,就绪状态,os.txt,0
os:局部性原理,局部性原理,虚拟内存与页面置换实体,os,1,局部性原理,os.txt,0
os:嵌入式操作系统,嵌入式操作系统,领域实体,os,1,嵌入式操作系统,os.txt,0
os:工业控制设备,工业控制设备,系统与平台实体,os,1,工业控制设备,os.txt,0
os:并发能力,并发能力,进程与线程实体,os,1,并发能力,os.txt,0
os:并行计算任务,并行计算任务,进程与线程实体,os,1,并行计算任务,os.txt,0
os:强制访问控制,强制访问控制,安全与保护实体,os,1,强制访问控制,os.txt,0
os:循环等待,循环等待,死锁相关实体,os,1,循环等待,os.txt,0
os:恶意软件,恶意软件,安全与保护实体,os,1,恶意软件,os.txt,0
os:手机,手机,系统与平台实体,os,1,手机,os.txt,0
os:打印机,打印机,资源与硬件实体,os,1,打印机,os.txt,0
os:打开的文件,打开的文件,核心抽象实体,os,1,打开的文件,os.txt,0
os:抖动,抖动,虚拟内存与页面置换实体,os,1,抖动,os.txt,0
os:控制命令,控制命令,设备管理与I/O实体,os,1,控制命令,os.txt,0
os:提权攻击,提权攻击,安全与保护实体,os,1,提权攻击,os.txt,0
os:故障恢复,故障恢复,文件系统实体,os,1,故障恢复,os.txt,0
os:数据段,数据段,内存管理实体,os,1,数据段,os.txt,0
os:数据泄露,数据泄露,安全与保护实体,os,1,数据泄露,os.txt,0
os:数据结构,数据结构,课程与方法相关实体,os,1,数据结构,os.txt,0
os:文件共享,文件共享,核心抽象实体,os,1,文件共享,os.txt,0
os:文件名,文件名,核心抽象实体,os,1,文件名,os.txt,0
os:文件系统命令输出,文件系统命令输出,核心抽象实体,os,1,文件系统命令输出,os.txt,0
os:日志式文件系统,日志式文件系统,核心抽象实体,os,1,日志式文件系统,os.txt,0
os:时间戳,时间戳,文件系统实体,os,1,时间戳,os.txt,0
os:显示器,显示器,资源与硬件实体,os,1,显示器,os.txt,0
os:智能家居,智能家居,系统与平台实体,os,1,智能家居,os.txt,0
os:最短寻道时间优先,最短寻道时间优先,磁盘调度实体,os,1,最短寻道时间优先,os.txt,0
os:最近最久未使用,最近最久未使用,虚拟内存与页面置换实体,os,1,最近最久未使用,os.txt,0
os:服务器程序,服务器程序,系统与平台实体,os,1,服务器程序,os.txt,0
os:权衡,权衡,核心思想与性质实体,os,1,权衡,os.txt,0
os:权限位,权限位,文件系统实体,os,1,权限位,os.txt,0
os:条件变量,条件变量,同步与互斥实体,os,1,条件变量,os.txt,0
os:栈段,栈段,进程与线程实体,os,1,栈段,os.txt,0
os:模拟进程调度,模拟进程调度,核心抽象实体,os,1,模拟进程调度,os.txt,0
os:沙箱机制,沙箱机制,安全与保护实体,os,1,沙箱机制,os.txt,0
os:特权级划分,特权级划分,安全与保护实体,os,1,特权级划分,os.txt,0
os:独占型设备,独占型设备,核心思想与性质实体,os,1,独占型设备,os.txt,0
os:用户权限,用户权限,文件系统实体,os,1,用户权限,os.txt,0
os:用户账户,用户账户,安全与保护实体,os,1,用户账户,os.txt,0
os:目录项,目录项,核心抽象实体,os,1,目录项,os.txt,0
os:相对路径,相对路径,文件系统实体,os,1,相对路径,os.txt,0
os:磁头移动距离,磁头移动距离,磁盘调度实体,os,1,磁头移动距离,os.txt,0
os:磁盘访问效率,磁盘访问效率,资源与硬件实体,os,1,磁盘访问效率,os.txt,0
os:磁盘调度算法,磁盘调度算法,资源与硬件实体,os,1,磁盘调度算法,os.txt,0
os:移动操作系统,移动操作系统,领域实体,os,1,移动操作系统,os.txt,0
os:稳定性,稳定性,核心思想与性质实体,os,1,稳定性,os.txt,0
os:空闲空间管理,空闲空间管理,文件系统实体,os,1,空闲空间管理,os.txt,0
os:竞争条件,竞争条件,同步与互斥实体,os,1,竞争条件,os.txt,0
os:简单 Shell,简单 Shell,课程与方法相关实体,os,1,简单 Shell,os.txt,0
os:管程,管程,同步与互斥实体,os,1,管程,os.txt,0
os:系统安全,系统安全,安全与保护实体,os,1,系统安全,os.txt,0
os:系统软件,系统软件,领域实体,os,1,系统软件,os.txt,0
os:索引块,索引块,文件系统实体,os,1,索引块,os.txt,0
os:线程调度,线程调度,核心抽象实体,os,1,线程调度,os.txt,0
os:绝对路径,绝对路径,文件系统实体,os,1,绝对路径,os.txt,0
os:编译原理,编译原理,课程与方法相关实体,os,1,编译原理,os.txt,0
os:缺页中断,缺页中断,资源与硬件实体,os,1,缺页中断,os.txt,0
os:网卡,网卡,资源与硬件实体,os,1,网卡,os.txt,0
os:网络接口,网络接口,资源与硬件实体,os,1,网络接口,os.txt,0
os:网络操作系统,网络操作系统,领域实体,os,1,网络操作系统,os.txt,0
os:网络通信,网络通信,功能模块实体,os,1,网络通信,os.txt,0
os:虚拟化平台,虚拟化平台,系统与平台实体,os,1,虚拟化平台,os.txt,0
os:裸机,裸机,核心抽象实体,os,1,裸机,os.txt,0
os:计算机组成原理,计算机组成原理,课程与方法相关实体,os,1,计算机组成原理,os.txt,0
os:计算机网络,计算机网络,课程与方法相关实体,os,1,计算机网络,os.txt,0
os:设备控制器,设备控制器,资源与硬件实体,os,1,设备控制器,os.txt,0
os:设备管理与输入输出系统,设备管理与输入输出系统,功能模块实体,os,1,设备管理与输入输出系统,os.txt,0
os:访问控制列表,访问控制列表,安全与保护实体,os,1,访问控制列表,os.txt,0
os:请求并保持,请求并保持,死锁相关实体,os,1,请求并保持,os.txt,0
os:读者—写者问题,读者—写者问题,经典同步问题实体,os,1,读者—写者问题,os.txt,0
os:课程中还会讨论抖动,课程中还会讨论抖动,虚拟内存与页面置换实体,os,1,课程中还会讨论抖动,os.txt,0
os:路径名,路径名,核心抽象实体,os,1,路径名,os.txt,0
os:路由器,路由器,系统与平台实体,os,1,路由器,os.txt,0
os:身份认证,身份认证,安全与保护实体,os,1,身份认证,os.txt,0
os:输入输出系统,输入输出系统,设备管理与I/O实体,os,1,输入输出系统,os.txt,0
os:进程控制块,进程控制块,核心抽象实体,os,1,进程控制块,os.txt,0
os:进程管理,进程管理,核心抽象实体,os,1,进程管理,os.txt,0
os:进程隔离,进程隔离,核心抽象实体,os,1,进程隔离,os.txt,0
os:通信开销,通信开销,核心思想与性质实体,os,1,通信开销,os.txt,0
os:逻辑地址空间,逻辑地址空间,核心抽象实体,os,1,逻辑地址空间,os.txt,0
os:银行家算法,银行家算法,死锁相关实体,os,1,银行家算法,os.txt,0
os:阻塞状态,阻塞状态,进程与线程实体,os,1,阻塞状态,os.txt,0
os:非法入侵,非法入侵,安全与保护实体,os,1,非法入侵,os.txt,0
os:非连续分配,非连续分配,内存管理实体,os,1,非连续分配,os.txt,0
os:页框,页框,资源与硬件实体,os,1,页框,os.txt,0
os:页表,页表,资源与硬件实体,os,1,页表,os.txt,0
os:页面调度,页面调度,资源与硬件实体,os,1,页面调度,os.txt,0
